uniprot,symbol,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4
Q8IZP0;Q8IZP0-3;Q8IZP0-2;B6VEX4;A0A0A0MRT6;Q8IZP0-10;Q8IZP0-8;Q8IZP0-7;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-9;Q8IZP0-12;Q8IZP0-11,ABI1,302473,221997,221895,202090
Q9P2E9;A0A0A0MRV0;A0A087WVV2;F8W7S5,RRBP1,97546,103128,108494,62852
Q9P2S5;A0A0A0MRV3;Q5T0D5,WRAP73,14428,0,0,0
A0A0A0MS09;P01880-2,IGHD,95462,161060,171493,74293
A0A0A0MS11,,0,0,0,0
A0A0A0MS12;A0A0C4DH40;A0A0C4DH41;A0A0A0MS13,,155951,70891,451033,183811
A0A0A0MS14,,0,0,0,0
A0A0A0MS20,,0,0,0,0
A0A0A0MS41;Q9BWM7;S4R3N9,SFXN3,71312,54885,44959,73297
Q9H9E3;A0A0A0MS45;J3KNI1;Q9H9E3-3,COG4,44601,27792,23251,33797
A0A0A0MS51,,0,0,0,0
Q13555;Q13555-2;A0A0A0MS52;A0A0A0MT11;Q13555-4;Q13555-8;Q13555-6;Q8WU40;H0Y6G2,CAMK2G,0,0,1618,0
Q14123;A0A0A0MS69;Q14123-3;Q14123-2,PDE1C,0,0,0,0
K9N2S2;K9N1J3;K9N0C7;K9N163;K9N2Q6;A0A0A0MS77;Q5JVA3;E9PQ64;E7ETI1;Q13261-5;Q13261-10;Q13261-3;Q13261-4;Q13261,il15ra;IL15RA,0,0,0,0
A0A0A0MSA7;O43432;O43432-4,EIF4G3,8616,23017,8529,11763
P15151;A0A0A0MSA9;A0A0C4DG49;P15151-3;P15151-2;P15151-4,PVR,0,0,0,4527
Q9UPT5;A0A0A0MSB8;Q9UPT5-5;Q9UPT5-6;Q9UPT5-2;Q9UPT5-1;B4DJ07;A0A0A0MRE1,EXOC7,82913,68040,43402,42332
Q16836;A0A0A0MSE2;Q16836-3;Q16836-2;E9PF18,HADH,1596936,1124538,942509,884227
Q96CS7;A0A0A0MSI4;A0A0A0MSE9;B7WPA5;Q96CS7-4;Q96CS7-5;Q96CS7-3;Q96CS7-6;Q96CS7-2,PLEKHB2,0,0,0,0
Q8N954;A0A0A0MSF9;Q8N954-2,GPATCH11,46426,48574,16557,26760
A0A0A0MSH9;A0A0A0MRH8,,214,681,728,412
Q8IXK0;B3KPJ4;A0A0A0MSI2;Q8IXK0-2;Q8IXK0-4;Q8IXK0-5,PHC2,13229,10375,12453,5843
Q15283;A0A0A0MSJ9;Q15283-2,RASA2,98285,72522,40024,29605
Q13017;A0A0A0MSK6;Q13017-2,ARHGAP5,1685,0,1305,1841
Q9ULE0;A0A0A0MSQ8;Q9ULE0-2,WWC3,8643,3101,2245,2226
Q86VX9;A0A0A0MSQ9;X6R3V9;Q86VX9-2;Q86VX9-4;Q86VX9-3,MON1A,0,0,690,1128
Q8ND83;A0A0A0MSS3;Q8ND83-4;A0A0C4DFN6;Q8ND83-2;X6RGK9,SLAIN1,4137,16776,1789,35338
P42330;A0A0A0MSS8;S4R3Z2,AKR1C3,1179,0,370,1413
A0A0A0MSV7,,0,0,0,0
O15533;A0A0A0MSV9;O15533-3;A2AB90;O15533-2;A0A0A0MT98;O15533-4,TAPBP,689724,402018,572270,690412
Q86UQ4;A0A0A0MT16;Q86UQ4-4;Q86UQ4-3;F5H7B7;Q86UQ4-5,ABCA13,2079,4473,5082,2705
P08575;A0A0A0MT22;X6R433;P08575-2;M3ZCP1;A0A075B788,PTPRC,1345371,1051835,778360,823316
P27448;P27448-3;A0A0A0MT23;P27448-4;A0A0A0MSZ1;J3KNR0;P27448-2;A0A0A0MST9;P27448-8,MARK3,14591,23117,12569,19654
P13637;M0R116;A0A0A0MT26;P13637-2;P13637-3,ATP1A3,0,0,0,0
Q04828;A0A0A0MT30;H0Y804;A6NHU4,AKR1C1,0,0,0,1429
P38571;A0A0A0MT32;P38571-2;Q5T073,LIPA,45288,34851,44639,58141
Q9UPN6;A0A0A0MT33;Q9UPN6-2,SCAF8,57958,53281,33141,20605
Q8TBF2;A0A0A0MT35;Q8TBF2-3;Q8TBF2-8;Q8TBF2-5;A0A0A0MRV4;Q8TBF2-4;Q8TBF2-6;J3KPF6;J3KPF5;Q8TBF2-2;Q8TBF2-7;J3QKK8;J3KRV9,FAM213B,28312,29245,21880,34966
A0A0A0MT72;Q9BSQ5;Q9BSQ5-2;C9JUH3;Q9BSQ5-3;Q9BSQ5-4;E9PEC4,CCM2,56376,44142,35822,29477
A0A0A0MT74,,30219,20825,6960,16529
P26440;A0A0A0MT83;P26440-2;H7C4G6,IVD,385312,278098,135474,303781
A0A0A0MT87,,0,0,0,0
A0A0A0MTB5;Q5HY62;Q8TE69-2;S4R3G8,CXorf40B,0,0,0,8193
Q9NUL3;E9PH62;A0A0A0MTC5;Q9NUL3-2;A0A0A0MTD1;F8VPI7;E7EPX0;E7EVJ4;Q9NUL3-8;Q9NUL3-3;A0A0A0MTC4;A0A0A0MTC6;Q9NUL3-6;Q9NUL3-7;E5RJN7;E7EVI1;Q9NUL3-4,STAU2,11907,17447,18572,16485
Q13418;A0A0A0MTH3;Q13418-3,ILK,278916,218402,141024,226672
O14981;A0A0A0MTH9,BTAF1,87747,61525,37960,63450
O14492;A0A0A0MTI2,SH2B2,0,2153,1113,0
Q13309;A0A0A0MTL5;Q13309-2,SKP2,0,0,0,0
Q6ZS17;A0A0A0MTL6;Q6ZS17-2;Q6ZS17-3;Q6ZS17-4,FAM65A,1014,1587,1794,1450
A0A0A0MTQ6;A0A075B6P5;P01617;P06309,IGKV2D-28,134129,97929,213852,109994
Q63HN8;A0A0A0MTR7,RNF213,216562,154783,156684,164361
Q9Y240;A0A0A6YY95,CLEC11A,0,0,0,0
P48200;A0A0A6YY96,IREB2,16578,23310,21645,32077
Q12851;A0A0A6YYA7;Q12851-2,MAP4K2,47252,31047,17859,39888
Q8IV61;A0A0A6YYA9;Q8IV61-2,RASGRP3,5376,7450,3199,0
Q8TAS1;A0A0A6YYC2;Q8TAS1-3;Q8TAS1-2,UHMK1,7207,0,0,0
A0A0A6YYC5,,0,0,0,0
Q96JP5;A0A0A6YYC7;Q96JP5-2;H3BTR0,ZFP91;ZFP91-CNTF,45743,40371,24706,32856
I3L1I5;A0A0A6YYC8,,3498,0,2462,10201
A0A0A6YYG2,,0,0,0,37197
A0A0A6YYG5;Q53S48;Q9Y6Q2-3;A0A0A6YYH4;Q9Y6Q2-2,ALF;STON1,0,3808,0,0
A0A0A6YYH1;Q7Z6K5-2;Q7Z6K5,ARPIN,14755,11258,6194,4317
A0A0A6YYJ7,,0,0,0,0
A0A0A6YYJ8;Q96HJ9-2,C7orf55,1005465,566849,384392,581796
A0A0A6YYK7;P04436,,0,0,0,0
A0A0A6YYL2;P0DMN0;P0DMM9;P0DMM9-3;P0DMM9-2,SULT1A4;SULT1A3,92,0,146,112
A0A0A6YYL4;P57737-3,CORO7,190264,148259,137854,187778
A0A0B4J1R6,,19544,15814,9287,0
O15392;A0A0B4J1S3;H3BLT4;O15392-5;O15392-4;O15392-2;K7EMW2,BIRC5,10167,0,0,8380
Q9UBF8;Q9UBF8-2;A0A0B4J1S8;Q9UBF8-3,PI4KB,51764,52826,21950,46325
A0A0B4J1U3,,0,0,0,0
A0A0B4J1V0,,16991,57752,49471,0
A0A0B4J1V2,,0,0,0,0
P01743;A0A0B4J1V4,,0,0,0,0
A0A0B4J1V5,,0,5628,4767,0
A0A0B4J1V6,,178046,114643,128169,0
A0A0B4J1V8;Q9NQ55;A0A0A6YYI3;Q9NQ55-2;Q9NQ55-3;A8MV53,PPAN,62743,57129,31624,89675
Q9NRZ9;A0A0B4J1V9;Q9NRZ9-2;Q9NRZ9-3;F6XU50;Q9NRZ9-5;Q9NRZ9-4;A0A087WSW7;Q9NRZ9-6,HELLS,27892,43950,16589,28962
O75448;A0A0B4J1W0;O75448-2;F5GY88;F5H5K2;B4DDR8,MED24,39739,6074,22713,25693
A0A0B4J1W3,,2431,0,0,944
A0A0B4J1X5,,47541,105307,29385,0
A0A0B4J1Y8,,0,0,0,0
A0A0B4J1Z4,,0,0,0,14344
A0A0B4J1Z7;A0A0C4DH57,,0,10503,14065,9575
A0A0B4J220;E9PLD3;E9PRG8,LOC102288414,128419,250492,254876,214209
A0A0B4J235,,0,0,0,0
A0A0B4J241,,0,0,0,0
A0A0B4J245,,0,0,0,0
A0A0B4J249,,0,0,0,0
A0A0B4J263,,0,0,0,0
A0A0B4J266,,0,0,0,0
A0A0B4J268,,0,0,0,0
A0A0B4J269;Q13509;Q13509-2,TUBB3,0,1230,2067,3575
A0A0B4J270;Q9H2X8,IFI27L2,0,0,0,0
A0A0B4J275,,6345,38052,0,0
Q8N8U2;A0A0B4J291,CDYL2,4880,17033,16534,0
Q9UL33;A0A0B4J294;H3BP13;Q9UL33-2;A0A0B4J286;H3BPN3;H3BUK6,TRAPPC2L,62813,53962,66896,49669
A0A0B4J2A0;Q9UHJ6,SHPK,99029,33876,61858,86838
Q5XKP0;A0A0B4J2A5,QIL1,167309,33704,38076,43877
P43119;A0A0B4J2A7;M0QZW0,PTGIR,0,0,0,0
A0A0B4J2B4,,0,0,0,0
A0A0B4J2B7,,229823,351600,586531,383652
P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;P13693-2,TPT1,2666776,2418473,1602143,1235173
P30042;A0A0B4J2D5;H7C1F6;A0A0B4J2H4;P30042-2,C21orf33,0,9144,3808,9858
A0A0B4J2D9,,0,0,0,0
A0A0B4J2E5,,108909,85281,51342,126040
A0A0B4J2E8;Q96D31;Q96D31-2,ORAI1,42788,25078,18179,26406
Q01362;A0A0B4J2E9;E9PLJ1,MS4A2,0,0,0,0
A0A0B4J2F0,,0,0,0,0
P52435;A0A0B4J2F8;F6S314;E2QRJ6;D6RAG0;E7EP90;A0A0B4J1Z8;F8WF84,POLR2J;POLR2J3,258639,235141,114966,249323
Q15345;A0A0B4J2G4;A0A087X0S7;A0A0C4DH00,LRRC41,14035,19924,8683,39613
A0A0B4J2G9,,0,0,0,0
A0A0B4J2H0,,0,0,0,0
A0A0C4DFL7;Q16850;Q16850-2,CYP51A1,25155,20688,16753,38638
A0A0C4DFL8;F5GX28;O94953;K7EQ54,KDM4B,93744,46600,32499,44626
G3V5T0;A0A0C4DFM0;G3V267;G3V4T6;A0A0A0MR33,GSTZ1,203801,174069,115618,119674
Q92544;A0A0C4DFM1,TM9SF4,56255,37350,37500,66738
Q5TAX3;A0A0C4DFM7;E9PKY2;Q5TAX3-2,ZCCHC11,2749,2808,4899,6290
A0A0C4DFN1;Q8IWA4;Q8IWA4-3;H7C5H5;Q8IWA4-2,MFN1,17545,12417,9822,18755
Q99685;A0A0C4DFN3;Q99685-2;E7EWX8;H7C4E0,MGLL,34007,22783,2381,54842
A0A0C4DFP5;P35398-1;P35398;P35398-4;A0A0C4DG53;P35398-3,RORA,0,0,0,0
Q9NQ79;A0A0C4DFP6;Q9NQ79-2;Q9NQ79-3;Q5T4F6,CRTAC1,0,0,0,0
Q8NCN2;A0A0C4DFQ2,ZBTB34,0,0,0,0
Q9UBK9;A0A0C4DFR8,UXT,10817,27333,8141,17250
P13942;H0YIS1;Q4VXY6;A0A0C4DFS1;P13942-8;P13942-6;P13942-7;P13942-4;P13942-5;P13942-2;P13942-3;A2AAS7,COL11A2,0,0,0,0
Q9NQC1;A0A0C4DFT8;G3XAA4;Q9NQC1-2;Q9NQC1-3;B5MBX1,JADE2,10671,5132,5314,11260
A0A0C4DFU2;A0A0C4DFU1;F5H4R2;F5GYZ5;A0A0C4DG56,SOD2,0,0,0,0
Q9H469;A0A0C4DFV0;X6RJB2;X6RGT4;X6RHD7,FBXL15,18628,5352,12259,11773
Q9UK53;A0A0C4DFW2;Q9UK53-2;A0A087WXF7;Q9UK53-4;Q9UK53-5;Q9UK53-3,ING1,0,0,0,0
A0A0C4DFX3;Q9Y6C2,EMILIN1,1069,883,0,0
Q9H3P2;A0A0C4DFX9;H0Y3X6;C9JHL4;C9JEM7,NELFA,186858,167614,88887,154410
Q14242;A0A0C4DFY0;Q14242-2,SELPLG,0,2370,3192,0
A0A0C4DFZ2;P15289;P15289-2,ARSA,9948,0,0,0
P08865;C9J9K3;A0A0C4DG17;A6NE09,RPSA;RPSAP58,9263924,9178485,4912864,5208060
Q9NYB9;Q9NYB9-2;E7EW77;E7EP65;A0A0C4DG21;F8WAL6;Q9NYB9-4;E9PEZ7;B7Z836;Q9NYB9-3,ABI2,0,0,0,0
Q8NF91-4;A0A0C4DG40,SYNE1,58,0,0,0
A0A0C4DG89,,441365,329734,180894,261264
C9J9V6;A0A0C4DG91;O75414;C9JQB1,NME6,8922,12374,9441,6697
Q9P2N7;A0A0C4DG99;Q9P2N7-2;Q9P2N7-3;Q9P2N7-4;Q9P2N7-5;Q9P2J3,KLHL13;KLHL9,0,3892,4936,0
O75521;A0A0C4DGA2;O75521-2,ECI2,90262,60788,53635,83969
A0A0C4DGA4;Q495A1,TIGIT,10748,7077,4642,6904
Q14527;A0A0C4DGA6;Q14527-2,HLTF,2628,2862,1244,1642
O94929;A0A0C4DGA7,ABLIM3,0,0,694,0
Q9UIL1;A0A0C4DGB0;Q9UIL1-3;Q9UIL1-2,SCOC,46415,32809,65041,0
A0A0C4DGB6,,0,0,0,0
A0A0C4DGB9,,48797,37783,17019,8433
Q8TDR2;A0A0C4DGC9,STK35,2506,1547,0,0
Q8WZ60;A0A0C4DGF2,KLHL6,7952,9439,0,20705
Q14839;F5GWX5;A0A0C4DGG9;Q14839-2,CHD4,412434,345701,256442,301094
Q5ZPR3;A0A0C4DGH0;Q5ZPR3-3;Q5ZPR3-4;H0YL10;Q5ZPR3-2,CD276,0,0,0,0
P62070;A0A0C4DGH2;P62070-4;P62070-3;E9PK85;P62070-2,RRAS2,244941,264105,122966,217032
Q9Y6R0;A0A0C4DGH3;M0QYC2;M0QXQ4,NUMBL,3701,13495,0,0
A0A0C4DGJ8;Q6IPR1;G3V521,LYRM5,0,0,0,0
Q96DA0;A0A0C4DGN4;I3L1H9;I3L3X0,ZG16B,0,0,0,0
E7EU35;A0A0C4DGP0;Q9UKF7-2,PITPNC1,0,0,0,0
A0A0C4DGP2;Q86Y91-2;Q86Y91;A0A0C4DGP5;Q86Y91-3;Q86Y91-4,KIF18B,26330,32273,27584,17414
Q9HAH1;A0A0C4DGQ3,ZNF556,0,0,0,0
P04632;A0A0C4DGQ5;K7ELJ7;U3KQE2;K7EIV0;K7EM73,CAPNS1,1194644,932159,846654,750681
Q6IAN0;A0A0C4DGQ8;J3KRS1,DHRS7B,0,0,0,25597
P56556;A0A0C4DGS0;R4GN43,NDUFA6,836676,623794,529974,245936
P39656;A0A0C4DGS1;P39656-3;P39656-2,DDOST,518058,313173,349299,589503
Q08379;A0A0C4DGS5;Q08379-2,GOLGA2,71992,33188,25317,35245
A0A0C4DGS8;P35680-2;P35680-4,HNF1B,11801,0,3266,1258
Q96AP0;A0A0C4DGT6;Q96AP0-2;R4GNJ5,ACD,0,0,0,11458
Q9Y4U1;A0A0C4DGU2,MMACHC,4883,7959,0,1862
A0A0C4DGV5;O95218;O95218-2,ZRANB2,124763,108403,81790,101615
A0A0C4DGV9,,0,0,0,0
Q9NV92;H7C5F7;B4DGY6;A0A0C4DGW0,NDFIP2,0,0,0,0
A0A0C4DGW2;P57768;P57768-2,SNX16,0,2152,0,0
Q8IZI9;A0A0C4DGW8,IFNL3,0,0,0,0
Q9NWU5;E7ESL0;A0A0C4DGX2;J3KQY1;Q9NWU5-2;Q9NWU5-3,MRPL22,138100,95486,54456,124603
Q9NZS2;A0A0C4DGY9;A0A0C4DFN7;Q9NZS2-2,KLRF1,0,7877,7223,0
A0A0C4DGZ0;P24928;A0A087WWE2,POLR2A,166899,130807,90247,105867
Q8N5P1;A0A0C4DGZ1,ZC3H8,7803,3745,2940,5273
P07359;A0A0C4DGZ8,GP1BA,205,209,368,529
Q8N2S1;Q8N2S1-2;Q8N2S1-3;A0A0C4DH07,LTBP4,1862,1534,0,0
A0A0C4DH14;Q6P5X5,C22orf39,0,0,0,0
Q9H4G0;A0A0C4DH22,EPB41L1,0,0,0,0
A0A0C4DH24,,0,0,24806,0
A0A0C4DH25,,7232,0,15234,5615
A0A0C4DH26,,0,0,32410,0
A0A0C4DH31,,0,0,0,0
A0A0C4DH34,,31549,0,0,45853
A0A0C4DH35,,0,0,0,0
A0A0C4DH36,,25368,0,0,21216
A0A0C4DH38,,24087,132725,23226,12591
A0A0C4DH43,,0,0,0,0
A0A0C4DH68;A0A075B6R9,IGKV2D-24,12833,43499,19222,30845
A0A0D9SEI0;Q9P0P8,C6orf203,0,31466,44358,14853
Q96EK7;A0A0D9SEJ5;F5GY05;Q96EK7-2,FAM120B,61305,33797,8026,37181
A0A0D9SEM9,,253304,89729,0,0
Q6VN20;A0A0D9SEU5;R4GMX8;Q6VN20-3;Q6VN20-2,RANBP10,21135,16611,9762,12809
A0A0D9SF30,,0,0,0,0
O00571;A0A0D9SFB3;A0A0D9SG12;A0A0D9SF53;O00571-2,DDX3X,1356547,928475,759448,912501
A0A0D9SF54,,0,0,0,0
P08319;A0A0D9SFB5;P08319-2;D6R9K8,ADH4,0,0,0,0
Q06413-6;A0A0D9SFD0;A0A0D9SGI5;Q06413-4;D6RC63;D8L7E9;A0A0D9SET2;D6R942,MEF2C,0,0,0,0
A0A0D9SFE4,,0,3703,0,1208
Q99418;A0A0D9SFG6;Q99418-2;G5E9B7;F8W8E2,CYTH2,0,0,0,9185
Q92614;Q92614-4;A0A0D9SFK2;Q92614-3;Q92614-2;Q92614-5,MYO18A,132945,109404,90554,110721
A0A0D9SFW8,,0,0,0,0
A0A0D9SFY5,,0,0,0,0
P49459;A0A0D9SG71;P49459-3;P49459-2,UBE2A,62479,76607,27672,38715
A0A0D9SG88;Q5TFM2,CFH,0,0,0,0
A0A0D9SGF6,,0,0,0,0
A0A0D9SGH8;E2GH26;Q9NQB0-13;Q9NQB0-7;Q9NQB0-3;Q9NQB0-12;C6ZRJ6;Q5VVR8,TCF7L2,0,947,812,0
O43426;A0A0D9SGJ6;J3KQV8;O43426-4;J3KPK1;C9JFZ1;O43426-2,SYNJ1,25702,1119,1252,4924
A0A539,TCRBV7S3A2,0,0,0,0
A0A542,TCRBV13S5,17093,0,0,0
A0A576,TCRBV9S1A1T,0,0,0,0
A0A578,TCRBV5S1A1T,0,0,0,0
A0A598;A0A5A0,TCRBV6S3A1N1T;TCRBV6S6A2T,0,0,0,0
A0A5A3;P04435,TCRBV6S4A1;TCRB,0,9153,0,0
A0A5A5,TCRBV12S1A1N2,0,0,0,29702
A0A5B9,TRBC2,0,0,0,0
Q99501;A0A5E8;Q99501-4;Q99501-2;Q99501-3,GAS2L1,9859,5660,3060,4386
A0AV96;A0AV96-2;D6R9D6;B7Z8Z7;D6RBS9;D6REZ6,RBM47,0,1249,1112,0
A0AVK6,E2F8,0,0,0,0
A0AVT1;A0AVT1-2,UBA6,545243,486600,243598,343106
A0JLT2;J3KR33;A0JLT2-2,MED19,22254,0,12422,7055
A0JNW5;A0A0C4DGH6,UHRF1BP1L,7225,2005,1366,2352
A0MZ66;A0MZ66-3;A0MZ66-6;A0MZ66-4;A0MZ66-2,KIAA1598,110,572,0,114
A0N4Z7,Tcr-alpha,0,0,0,0
A0PJW6,TMEM223,25730,22602,20125,46284
A1A4S6;H0Y8W5,ARHGAP10,0,3407,501,0
A1A5B4;A1A5B4-3,ANO9,0,0,0,0
A1A5D9;A1A5D9-2,CCDC64B,15153,13544,6464,0
A1KXE4;A1KXE4-2,FAM168B,0,0,0,0
A1L0T0;M0R026,ILVBL,66803,46373,44390,95168
A1L188,C17orf89,0,0,0,0
A1L390;A1L390-3,PLEKHG3,1772,0,1316,2482
A1L3X0;D6RBM2;D6RE10;D6RBR5,ELOVL7,0,0,0,0
A1X283,SH3PXD2B,2197,1823,1491,1027
A2A288;A2A288-4;A2A288-3,ZC3H12D,210201,213512,161798,192964
Q9Y672;A2A2G4;S4R350,ALG6,16146,11811,12099,23796
Q9Y312;A2A2Q9,AAR2,23542,14366,17125,5526
P04156;A2A2V1;P04156-2;X6RKS3,PRNP,7983,7384,0,0
A2A3R5,RPS6,0,0,0,0
A2AAZ0;Q5Y7D6;Q5SU54;E9PIB1,HLA-DQB1,6082255,3110772,1105705,1750194
A2ACR0,PSMB9,0,0,0,0
A2AEA2;P10321,HLA-C,13148,0,10067,0
A2AJT9;A2AJT9-2;A2AJT9-3,CXorf23,0,0,0,0
A2RRP1;A2RRP1-2;H0Y5G7,NBAS,11240,12521,6980,26232
A2RTX5;A2RTX5-2;B7ZLP8,TARSL2,0,6984,2208,7163
A2RTY3;A2RTY3-3;A2RTY3-5;A2RTY3-4,HEATR9,0,0,0,0
A2RU30;A0A087WUX0;A2RU30-2;A2RU30-3,TESPA1,9883,0,1904,0
A2RUC4;A2RUC4-2,TYW5,56390,0,17747,17403
O75044;A2RUF3,SRGAP2,21845,16984,16631,8546
A2VDJ0;A2VDJ0-5;A2VDJ0-6;A2VDJ0-3;H0Y2M0;A2VDJ0-2,KIAA0922,4227,2104,2591,11184
A3KMH1;A3KMH1-3;A3KMH1-2,VWA8,14567,27476,4389,47252
A3KN83;A3KN83-2;A3KN83-3;A3KN83-4,SBNO1,35297,21899,16212,22246
A4D126;A4D126-2,ISPD,0,0,0,1287
A4D1B5;A4D1B5-3;A4D1B5-2,GSAP,0,1361,0,0
A4D1E9;A4D1E9-2;C9J8R7;C9JNI1;C9JEQ8,GTPBP10,123747,49072,35282,100359
A4D1F6,LRRD1,0,0,2878,0
A4D1P6;C9J1X0;A4D1P6-2;A4D1P6-3,WDR91,128472,70071,69636,97842
A4D1S5;A4D1S5-2;C9JJQ5,RAB19,20264,0,2897,0
A4D1U4;C9J7X6,LCHN;KIAA1147,12632,3543,2875,13996
A5A3E0,POTEF,0,0,0,0
A5D8V6;F5H4Q5,VPS37C,0,5042,0,0
A5PLL7;A5PLL7-2;Q5TGE2,TMEM189,0,4431,0,2066
A5PLN9;A5PLN9-2;A5PLN9-4;A5PLN9-5;A5PLN9-7,TRAPPC13,27139,45800,26271,7368
A5YKK6;A5YKK6-4,CNOT1,161760,134398,85174,119604
A5YM72;A5YM72-4;A5YM72-5;A5YM72-3,CARNS1,0,0,0,0
A6NC98;A6NC98-2,CCDC88B,101387,87706,50356,81930
F8WBI6;A6NCC3;H3BMP0,GOLGA8N;GOLGA8O,0,0,0,8589
Q9GZQ8;A6NCE7;H3BTL1;H3BTE7,MAP1LC3B;MAP1LC3B2,163660,145039,206250,121379
A6NCF6,MAGEA13P,27725,0,14704,0
A6NCL7,ANKRD33B,2492,0,0,0
A6NCN2,KRT87P,0,0,0,0
A6NDG6,PGP,249016,89457,94134,88598
A6NDU8,C5orf51,33919,25199,0,21601
A6NE52;E9PKB8;A6NE52-2,KIAA1875,0,0,0,1024
A6NED2;G3V2I3,RCCD1,9969,7564,5153,0
A6NEE1,PLEKHD1,0,0,0,0
P51610-4;A6NEM2,HCFC1,264779,255341,164702,206205
A6NEY8,PRORSD1P,0,0,0,0
A6NFA0,FAM205CP,0,0,0,0
A6NFI3,ZNF316,8996,4490,13381,6399
A6NFQ2;A6NFQ2-2;A6NFQ2-3;H0YC74,FAM115C,113370,31145,37208,39618
Q92599;Q92599-4;A6NMH6;A6NFQ9;F8W8I8;Q92599-2;A0A087X142;Q92599-3,8-Sep,30291,9596,7432,10956
A6NFX1;J3KNU6,MFSD2B,0,0,0,0
A6NFY7,SDHAF1,0,0,0,0
P51808;A6NGJ0;F2Z328,DYNLT3,113439,161715,96957,55019
O95070;A6NGW1;E9PIZ0;C9JST7,YIF1A,12929,3220,10426,9552
Q14202;A6NHB5;Q14202-2;A6NHN7,ZMYM3,20887,18166,9226,26974
Q13114;A6NHG8;Q13114-2;H0YL26,TRAF3,8242,5710,21026,1566
A6NHL2;A6NHL2-2,TUBAL3,9554,8567,4782,2683
A6NHQ2,FBLL1,296225,299651,83052,213418
A6NHR9;A6NHR9-2;J3KTL8,SMCHD1,218887,217273,144234,234532
A6NI72,NCF1B,0,0,0,0
A6NI73;A6NI73-2;A6NI73-4;A6NI73-3,LILRA5,0,0,0,1428
A6NI79;H0YBY5,CCDC69,22583,0,14206,14327
A6NIH7,UNC119B,78838,85953,54855,56319
Q5JSL3;A6NIW2,DOCK11,97113,92793,82481,97264
A6NJ78;A6NJ78-2,METTL15,10551,8471,7858,8044
A6NJG2,SOWAHD,0,0,1894,5610
A6NK06;H7C1Q4,IRG1,0,0,119,0
A6NK58,LIPT2,0,5263,0,0
A6NKD9,CCDC85C,0,12476,0,0
A6NLH6;Q9P003,CNIH4,61811,41795,28227,42994
A6NM71,PRAF2,0,0,0,0
A6NML8;C9J6U3;O60879-2;O60879;K4DI95;O60879-3,DIAPH2,3124,4229,5586,2188
P09884;A6NMQ1;A0A087WU64,POLA1,150822,67628,68247,112938
O43768;O43768-3;A6NMQ3;Q5T5H1;O43768-2;O43768-9;O43768-4;O43768-6;O43768-5;O43768-7;O43768-8,ENSA,1953069,1491867,867473,652481
O95460;A6NNA4;O95460-4;O95460-2;O95460-3,MATN4,0,0,0,579
P21926;A6NNI4;G8JLH6;A0A087WZG3;A0A087WU13,CD9,32011,8597,20325,9145
Q4VCS5;A6NP16;E7ERM3;Q4VCS5-2,AMOT,0,0,0,0
Q99755;A6PW57;Q99755-3;Q99755-2,PIP5K1A,33331,21367,15988,38983
A6QL63;A6QL63-2;A6QL63-3,BTBD11,4814,0,1602,0
P98173-3;A6QRH7;Q5HY75;D3DWX8;P98173;P98173-2,FAM3A,0,0,0,0
P01308;A6XGL2;C9JNR5;F8WCM5,INS;INS-IGF2,0,0,0,0
P17936;A6XND1;A6XND0;P17936-2;H0Y5K2;B3KWK7;H0Y485;C9JMX4,IGFBP3,2012,0,412,0
A6ZKI3,FAM127A,18771,9546,5696,14435
A7E2V4;S4R3H3;S4R393;S4R410;A7E2V4-5;A7E2V4-3;A7E2V4-4;A7E2V4-2;S4R3B3;H7C453,ZSWIM8,3300,2287,1830,2323
A7KAX9;A7KAX9-2;G3V174,ARHGAP32,0,716,486,0
A8K2U0,A2ML1,0,0,0,0
A8K727;A0A087WZ32;Q9HB19;A0A087X038;E5RHB5,PLEKHA2,205163,142840,74485,114888
A8K7Q2,HSPA8,0,0,0,0
A8MPS7;A8MPS7-2;A8MPS7-3,YDJC,32820,0,0,22499
A8MQB8;G3V0J0;Q06787-2;A0A087WXI3,FMR1,0,3688,0,0
Q5JTW2;Q5JTW2-2;A8MST6;Q5JTW2-3;Q5JTW2-5,CEP78,1158,0,1329,2659
P14678;P14678-2;A8MT02;P14678-3;P63162;J3QLE5;P63162-2;J3KRY3;S4R3P3,SNRPB;SNRPN,2988046,2820682,2167721,1492432
Q99706;Q99706-3;A8MT18;E7EST5;Q99706-5;Q99706-4;Q99706-2;A0A0B4J1S6,KIR2DL4,0,0,0,8917
A8MT69;A8MT69-2;J3QR01;J3QRS1,STRA13,0,0,14362,0
A8MTL9,HMSD,0,0,0,0
Q9BVK8;A8MU21;Q9BVK8-2,TMEM147,0,0,0,0
P55854;A8MUA9;A8MU27;P55854-2,SUMO3,0,10293,34152,15777
Q53HC9;A8MUM1,TSSC1,164975,99515,85816,85013
A8MVS5,HIDE1,0,0,0,0
A8MVU1,NCF1C,0,0,0,0
Q96G01;Q96G01-4;Q96G01-3;A8MVZ6,BICD1;GLYAT,0,2715,1857,0
P07148;A8MW49,FABP1,0,33174,0,0
P62308;A8MWD9;Q49AN9;F5H013;C9JVQ0,SNRPG;SNRPGP15,1164064,1545726,645104,467282
