Majority protein IDs,Gene names,CopyNumber_T4.naive_01_activated,CopyNumber_T4.naive_02_activated,CopyNumber_T4.naive_03_activated,CopyNumber_T4.naive_04_activated,CopyNumber_T4.naive_01_steady-state,CopyNumber_T4.naive_02_steady-state,CopyNumber_T4.naive_03_steady-state,CopyNumber_T4.naive_04_steady-state
P17252,PRKCA,44526,98050,79998,75168,82243,116736,76317,141225
P17275,JUNB,4315,28143,21809,9424,1551,6346,2333,0
P17301,ITGA2,6073,2026,460,4052,1036,2788,433,721
P17405;P17405-4;P17405-3;P17405-2;H0YEP5;G3V1E1;E9PQT3,SMPD1,1962,1131,2256,0,0,214,682,645
P17480,UBTF,307168,261303,234716,208319,265376,311658,269086,437771
P17483,HOXB4,0,0,655,4153,0,0,842,1259
P17535,JUND,25027,40705,25195,33653,9296,18551,14445,23201
P17544-2;P17544-6;P17544;P17544-4;P17544-3;K7ELQ4,ATF7,9419,9953,11815,8499,10241,5197,12992,15641
P17568,NDUFB7,29456,122757,97455,107152,65443,78638,153495,134020
P17612;P17612-2;K7ERP6;Q15136,PRKACA;KIN27,36080,37419,57239,38625,70371,55555,47207,77366
P17655;P17655-2,CAPN2,133644,163612,114290,125772,167551,204524,138199,278543
P17661,DES,0,0,0,0,0,0,0,0
P17676;P17676-2,CEBPB,0,0,2054,10678,2550,1349,1245,909
P17693;Q5RJ85;Q31611,HLA-G;HLA-G2.2,143814,131879,113306,257597,158845,54457,140998,99920
P17706;P17706-2;P17706-4;P17706-3;K7EQG9,PTPN2,32102,41277,31721,27385,18974,13353,22072,15517
P17707,AMD1,0,0,0,0,0,0,0,0
P17812;P17812-2,CTPS1,445473,439595,330440,161265,15988,33700,16828,30589
P17813;P17813-2;F5GX88,ENG,1006,0,191,410,0,86,0,0
P17844;J3KTA4;P17844-2,DDX5,2251316,2134113,2142694,2154927,967511,997242,1108301,1298854
P17858;P17858-2,PFKL,411686,467498,463254,303180,426051,418004,244867,457437
P17900;H0YBY3,GM2A,15077,11789,19331,9553,11908,5898,21376,53103
P17927,CR1,0,0,0,0,0,0,0,0
P17931;G3V3R6,LGALS3,515131,37462,79796,16540,12740,14273,22717,15374
P17947;P17947-2,SPI1,0,0,0,0,0,815,251,0
P17987;E7EQR6;E7ERF2;F5H282,TCP1,3958062,4272210,3334789,2078799,931191,1018419,757120,1167995
P18031;B4DSN5,PTPN1,403369,478453,452160,217904,176635,156788,192635,223057
P18054,ALOX12,0,0,48,0,22,0,121,1675
P18065;C9JMY1,IGFBP2,244,0,2562,0,145,2661,0,0
P18074;A8MX75;E7EVE9;P18074-2,ERCC2,12171,19216,25453,10134,10815,8570,12352,15698
P18077;C9K025;F8WBS5;F8WB72,RPL35A,1891838,1465009,1794977,1552516,1119989,1117929,871883,1272457
P18084,ITGB5,71447,62261,61886,54604,15262,17396,22815,34754
P18085;C9JPM4;C9JAK5,ARF4,477700,483608,333808,220794,82885,97747,95976,150350
P18124;A8MUD9,RPL7,5492983,5778739,5301292,4421314,3277205,3242362,2588026,3670197
P18135;A0A0B4J1Z6;P18136,,0,0,0,0,0,0,3442,0
P18206;P18206-2;Q5JQ13,VCL,180341,173147,129308,85430,178113,171016,139574,176246
P18428,LBP,76994,26789,5474,21398,845,1045,61459,47474
P18433;P18433-2;P18433-4;P18433-3,PTPRA,21339,17214,27916,14808,10522,25690,21879,21066
P18440,NAT1,10637,5879,9236,3195,16166,12712,11533,24812
P18462,HLA-A,0,0,0,0,0,0,0,0
P18463,HLA-B,296,0,10699,17062,5960,14153,3342,17535
P18510-2;P18510-4;P18510;P18510-3,IL1RN,1840,1378,0,0,0,0,0,0
P18583-3,SON,0,0,0,0,0,0,227,0
P18583-5;P18583;P18583-7;P18583-9;P18583-2;P18583-10;P18583-4;H7C1M2,SON,77339,71704,64414,66393,52397,55744,65777,64580
P18583-6,SON,0,0,0,484,240,271,405,281
P18615;P18615-3;P18615-4;A0A0A0MSN9;A0A0A0MT02,NELFE,74183,69174,56105,61077,44947,47113,47011,57326
P18627;P18627-2,LAG3,0,0,0,1204,0,1279,0,0
P18669,PGAM1,7963521,8646351,7602584,3403835,1704073,2043597,835301,2127999
P18754-2;P18754;C9JW69;C9JRH2;C9JMJ4;C9J3R0;C9JQZ4,RCC1,498324,497687,441751,368709,213995,203998,197739,217961
P18846;P18846-2,ATF1,12733,4976,9335,7118,11436,6468,18030,20516
P18858;P18858-3;F5GZ28;M0R0Q7;P18858-2,LIG1,359183,268685,245059,183821,13278,20434,9336,13750
P18859;P18859-2;A8MUH2,ATP5J,1344566,922809,967911,1018667,581308,608615,676214,806705
P18887,XRCC1,81311,59138,52580,39447,34445,41552,29164,42161
P19021;P19021-5;P19021-4;P19021-3;P19021-6;P19021-2;H7BYD9,PAM,2614,0,0,0,0,98,0,0
P19022;P19022-2,CDH2,0,0,0,0,0,0,0,0
P19086,GNAZ,650,1911,2420,3117,0,0,0,611
P19087,GNAT2,0,0,0,0,0,0,0,0
P19113;P19113-2,HDC,0,0,0,0,0,0,0,0
P19174,PLCG1,0,0,0,0,452,836,0,0
P19174-2,PLCG1,140065,127694,150686,71166,85215,89472,61095,102151
P19320;P19320-3;P19320-2;E9PDD2,VCAM1,0,0,2764,3476,0,0,0,0
P19338,NCL,3054938,3159546,2603535,2624092,1939787,2195039,2507009,2663658
P19367,HK1,834627,1034939,941090,775017,879301,860924,907193,1157344
P19387,POLR2C,175054,145756,109078,156665,90150,132843,194129,196706
P19388;A0A0A0MQR7;A0A087WWX0,POLR2E,63311,130319,156719,120743,86332,165378,159895,193500
P19419,ELK1,12233,15819,18800,7432,9676,6279,7218,4659
P19440;E7ET76;P19440-2,GGT1,12813,14449,17800,16309,2554,0,3528,1898
P19447,ERCC3,14270,16288,22157,11002,8016,10217,13013,14410
P19474;P19474-2,TRIM21,64398,84622,88648,74146,53413,73559,85705,102156
P19525;P19525-2,EIF2AK2,83105,127341,103399,114432,44661,51727,45448,71060
P19532,TFE3,2790,1425,2187,1693,0,1035,1181,0
P19623,SRM,834738,669768,578130,380058,90442,126913,74956,164257
P19634,SLC9A1,2520,4714,7113,5116,0,1498,1499,1405
P19652,ORM2,364492,21278,0,6597,3769,6493,42910,34466
P19784;H3BSA1,CSNK2A2,194111,207234,174846,124496,84108,106057,89514,126932
P19793-2;P19793,RXRA,7282,25405,24370,4451,15653,53512,11148,163563
P19801;P19801-2,AOC1,0,0,0,0,0,0,0,0
P19823;Q5T985;A0A087WTE1,ITIH2,105989,35713,22211,43566,24974,24000,169827,156674
P19827;P19827-2;P19827-3,ITIH1,41222,1062,1022,6823,13021,16025,123641,128432
P19838;P19838-2;P19838-3,NFKB1,511616,377749,342747,214841,204350,254656,151444,273473
P19876,CXCL3,0,2389,0,0,0,0,0,0
P19878;P19878-3;P19878-4;P19878-2,NCF2,7334,2039,4952,943,729,649,1436,262
P19957,PI3,0,0,0,0,0,0,0,0
P19971;P19971-2;C9JGI3,TYMP,393228,177904,192480,111296,5162,18155,6190,17477
P20020-6;P20020-3;P20020;P20020-4;P20020-5;P20020-2;E7ERY9,ATP2B1,2767,3644,2409,3019,3398,1877,3839,1875
P20023;P20023-3;P20023-2;P20023-4;Q5SR47,CR2,0,0,0,579,125,71,0,0
P20039,HLA-DRB1,2785,3274,15398,24558,4227,2841,0,1791
P20042,EIF2S2,642933,640989,550411,419724,249663,241939,237338,289898
P20061,TCN1,0,0,0,111,0,0,0,0
P20073;P20073-2,ANXA7,545159,625266,492641,342264,309862,408366,303792,521429
P20132;F8VXS0,SDS,5022,5888,0,0,0,0,0,0
P20138;P20138-2;P20138-3,CD33,0,0,0,0,0,2384,0,0
P20160,AZU1,0,0,0,107,0,33,0,0
P20226;Q32MN6;P20226-2;Q6SJ96;H0Y6D8,TBP;TBPL2,10089,9639,14059,16509,31309,24312,31707,31404
P20248,CCNA2,10569,21307,14004,9877,0,0,0,2298
P20273;P20273-5;P20273-3;P20273-4;A0A0C4DH08;P20273-2,CD22,221,158,7,0,135,0,11,0
P20290,BTF3,1166371,1354113,935944,611697,356227,369927,165490,456051
P20292;A0A087WW23,ALOX5AP,172101,273344,202925,118972,267314,281414,334910,449242
P20333,TNFRSF1B,33635,14593,20953,33603,0,3952,7221,3471
P20336;S4R3Q3,RAB3A,0,0,0,0,0,0,0,0
P20338,RAB4A,21080,18662,18365,7077,0,0,936,0
P20339;P20339-2,RAB5A,68222,62955,46913,36116,19960,18928,29889,27296
P20340,RAB6A,0,0,0,0,2179,2734,3009,3256
P20340-2;P20340-4,RAB6A,865682,775322,894698,668920,398486,438822,467316,590039
P20472;B8ZZ19;H0Y3U0,PVALB,0,0,0,0,0,0,0,0
P20585,MSH3,24193,44535,41978,13177,8707,10878,7221,13954
P20591;F8W8T1;P20591-2,MX1,173766,3478,12412,267698,40901,7749,44300,72068
P20592,MX2,33217,2077,553,54161,173878,150340,133173,176773
P20618,PSMB1,2142496,2186166,1737831,1241062,684735,921859,475640,902446
P20645;F5GX30,M6PR,290801,224325,159112,172559,85221,92381,100703,78436
P20648,ATP4A,0,0,0,0,0,0,0,0
P20674;H3BNX8;H3BRM5;H3BV69,COX5A,3562657,2071385,1970467,2017861,1758956,1295463,1696281,2392652
P20700;E9PBF6;A0A0D9SFE5,LMNB1,3050302,2298681,2433838,2996847,3846275,4560397,6001236,6067114
P20701-2;P20701;P20701-3,ITGAL,281773,244725,313398,156571,67247,79329,99636,93338
P20718;P20718-2,GZMH,210,7848,13525,2391,0,0,0,0
P20742;P20742-2,PZP,0,197,383,0,0,0,771,253
P20749,BCL3,1353,4474,2758,2176,0,243,759,3337
P20774;Q5TBF5,OGN,0,0,0,0,0,0,0,0
P20810-9;P20810-10;P20810-7;P20810-6;A0A0C4DGB5;P20810;B7Z574;P20810-4;P20810-8;E7ES10;E9PDE4,CAST,199162,183838,169943,113479,136559,135657,131042,161908
P20810-5;E9PCH5;P20810-2;P20810-3;H0Y7F0;E7EQA0,CAST,0,0,0,0,0,0,1060,2353
P20839-6;P20839-7;P20839-3;P20839-5;P20839;C9J381;P20839-2;P20839-4;C9K0R9,IMPDH1,115455,96620,104176,43508,20419,22475,15312,21721
P20851;P20851-2;Q5VVQ7,C4BPB,5028,0,5241,15314,4245,1907,180038,161961
P20933;H0Y9C7,AGA,0,0,0,480,130,251,0,0
P20962,PTMS,230035,303920,212975,106042,0,0,0,0
P20963,CD247,322630,404256,412851,462432,889608,877187,1242361,948701
P20963-3,CD247,0,0,0,0,0,0,0,0
P21266;A0A0A0MTN3,GSTM3,302017,170387,0,96587,229062,228497,16054,456098
P21281,ATP6V1B2,375650,321487,315242,210718,114068,130078,105982,207109
P21283;E7EV59,ATP6V1C1,55597,64443,69411,69433,55698,18064,62054,62962
P21291;E9PS42;E9PP21,CSRP1,552630,416182,319552,275557,168685,159473,149996,153816
P21333-2;P21333;Q5HY54;Q60FE5;A0A087WWY3,FLNA,1132992,1370496,1258125,1215114,957495,917444,707826,1088452
P21359;P21359-2;P21359-6;H0Y465,NF1,0,903,721,2141,0,0,982,6364
P21397;P21397-2,MAOA,512,0,0,0,14976,0,903,0
P21399,ACO1,75634,59534,81665,23959,44446,52614,41495,66300
P21462,FPR1,0,0,0,0,0,0,0,46189
P21580;A0A087WU80;D3TTY5;A0A087X1N1;A0A087WXL5,TNFAIP3,5129,22893,14570,2768,24833,20714,23462,34771
P21589;P21589-2,NT5E,967,1816,2781,438,110,282,0,2370
P21675;P21675-2;P21675-3;P21675-6;P21675-7;P21675-5;P21675-9;P21675-12;P21675-4;P21675-10;P21675-11,TAF1,6091,5176,5006,3104,11191,13524,13079,12144
P21709,EPHA1,1136,0,492,2019,3722,6833,3408,5459
P21730,C5AR1,0,0,0,0,16157,0,6816,40750
P21731;P21731-2,TBXA2R,0,0,0,0,0,0,0,0
P21796;C9JI87,VDAC1,4360547,4367184,3997500,2021661,764440,826355,840243,1043519
P21810,BGN,5066,4889,5687,0,0,0,0,0
P21854;A0A087X0Y7,CD72,826,1856,0,0,0,7069,0,168
P21912;A0A087WWT1;A0A087WXX8,SDHB,597327,619234,656270,489856,534977,767737,612518,633100
P21941,MATN1,466,4459,0,0,5642,13542,4708,8399
P21953,BCKDHB,143716,69673,87620,45084,78569,93840,106254,106140
P21964;P21964-2;E7EMS6;E7EUU8,COMT,354362,261348,277117,153654,173966,178179,205144,217806
P21980;P21980-2,TGM2,0,157,0,9303,2720,128,0,3765
P22001,KCNA3,6234,10799,9364,8161,5755,5710,6114,5991
P22033,MUT,57992,67516,65160,49486,61457,62602,64855,73256
P22059,OSBP,107803,107705,91922,87436,71703,86267,78902,68212
P22087;M0QXL5;M0R299;M0R2Q4;M0R0P1,FBL,1706813,1446255,1420945,1349675,1355981,1493397,1112790,1593111
P22090;C9JEH7,RPS4Y1,247960,321530,388644,327863,218530,295164,158921,254869
P22102;P22102-2,GART,899766,760168,546854,411689,112728,138841,66899,135519
P22234;P22234-2;E9PBS1,PAICS,2394388,2605232,1970995,1045384,231833,287964,192863,362451
P22301,IL10,0,0,0,0,0,0,0,0
P22304;B3KWA1;P22304-2;P22304-3,IDS,0,0,0,0,501,217,474,1241
P22307;P22307-8;P22307-7;P22307-4,SCP2,630622,428008,432674,243514,100756,113195,91486,114772
P22314,UBA1,1665632,1535168,1282700,892014,889468,1001802,762343,1184196
P22314-2,UBA1,0,0,0,0,1219,989,2112,1248
P22362,CCL1,0,0,0,0,0,0,0,0
P22392-2;Q32Q12;J3KPD9;P22392,NME2;NME1-NME2,5620432,4837730,4880489,3024734,692363,833845,426828,652718
P22413,ENPP1,0,1025,1359,0,17,0,0,0
P22466,GAL,0,0,0,0,0,0,0,0
P22528;P35321,SPRR1B;SPRR1A,0,0,0,0,0,0,0,0
P22531;P35325;P22532;P35326;Q9BYE4,SPRR2E;SPRR2B;SPRR2D;SPRR2A;SPRR2G,0,0,2729,0,0,0,10499,0
P22570;P22570-7;P22570-5;P22570-2;A0A0C4DFN8;A0A0A0MSZ4;P22570-4;A0A0A0MTR6;A0A0C4DGN7;A0A0A0MTN9,FDXR,100499,109055,111690,80705,54163,55516,61783,76466
P22612,PRKACG,0,0,0,0,10191,7005,4110,8807
P22626;P22626-2;A0A087WUI2,HNRNPA2B1,10407587,9057471,8372820,8188454,5443009,6412271,7641930,7576370
P22670,RFX1,16478,22692,15736,14348,16653,21895,15323,15716
P22681,CBL,52405,65264,53697,39099,48674,43700,31977,55204
P22692;P22692-2,IGFBP4,0,0,3390,0,0,0,0,0
P22694-2;A0A0A0MS54;P22694-4;P22694-3;P22694-5;P22694-7;P22694-6;P22694-9;P22694-10;B1APF9;B1APG3;B1APG2;B1APF8,PRKACB,250830,185516,257971,229012,409069,413597,284081,436855
P22695;H3BRG4;H3BSJ9,UQCRC2,846924,693419,691971,550567,382681,548731,403139,516947
P22732,SLC2A5,0,0,0,0,3252,0,0,1121
P22735;P22735-2,TGM1,0,0,478,0,1156,2137,1363,1825
P22748,CA4,0,0,0,0,0,279,0,338
P22792,CPN2,5469,0,0,0,881,3305,36368,18249
P22830-2;P22830;K7ELX4,FECH,41293,68519,88092,80151,105378,126786,87684,131544
P22891;P22891-2,PROZ,0,0,0,0,0,0,1325,3717
P22894;H7C1M3,MMP8,9,14,0,0,12,23,0,0
P22897,MRC1,23,19,1698,358,721,94,541,1516
P23025;F2Z2T2,XPA,12798,6099,0,7758,19708,18052,15167,26602
P23083,,0,0,7931,10768,0,0,0,0
P23141;P23141-2,CES1,460,88,2359,39,47,87,12661,60
P23141-3,CES1,0,0,0,0,0,0,0,0
P23142,FBLN1,1258,1723,2641,252,331,791,12253,2017
P23142-4;B1AHL2;P23142-2;P23142-3,FBLN1,0,0,0,0,0,153,0,1320
P23193;P23193-2,TCEA1,606249,526691,489174,324943,357897,476297,327093,520044
P23219;P23219-3;P23219-2;P23219-6;P23219-5;A0A087X296;P23219-4,PTGS1,0,0,0,0,0,539,0,0
P23229-2;P23229-4;P23229-9;P23229-6;P23229;P23229-5;P23229-3,ITGA6,1016,2648,249,1577,23499,49433,45513,39013
P23246;P23246-2,SFPQ,1347259,1129172,1342500,1919862,1154536,1246513,1733703,1464011
P23258;Q9NRH3,TUBG1;TUBG2,190379,165617,143490,78938,40161,37929,33407,53685
P23276,KEL,0,0,0,0,0,0,0,0
P23284,PPIB,3411028,2692988,2646539,2835798,907537,1437993,1078105,1723053
P23297;Q5T7Y6,S100A1,0,0,0,0,0,0,0,0
P23368;P23368-2,ME2,571377,576493,510444,278646,314955,279643,317036,405996
P23378,GLDC,0,0,0,0,0,0,0,0
P23381;P23381-2,WARS,2586878,2583044,2245167,2109979,192867,223454,179241,322738
P23396;P23396-2;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YEU2,RPS3,7228508,6772415,6461543,5787093,3212209,3299431,2352996,4121289
P23434,GCSH,25144,13560,12158,8622,10294,8790,9494,10251
P23443;P23443-2;P23443-3;P23443-5;P23443-4,RPS6KB1,31779,46945,31540,15101,14839,19924,10350,20518
P23458,JAK1,43490,34841,46399,46963,57593,54760,63069,60349
P23469;P23469-2,PTPRE,0,2376,0,0,0,0,0,0
P23469-3,PTPRE,9686,9102,17269,9796,17772,10392,13615,16409
P23490,LOR,0,0,0,0,0,0,0,0
P23497;P23497-3;P23497-2;P23497-5;E9PHV6;P23497-6;P23497-7,SP100,0,0,35949,10456,4703,21771,11564,15481
P23497-4,SP100,125429,126675,105388,105984,49606,52808,74547,69385
P23508;D6REY2;A0A096LNU0,MCC,0,0,0,0,0,0,0,0
P23508-2,MCC,253,1234,0,0,869,0,848,0
P23510;P23510-2,TNFSF4,0,0,0,0,0,0,0,0
P23511;P23511-2,NFYA,0,9436,0,30898,16973,21124,26419,33329
P23526;P23526-2,AHCY,1481461,1363451,1219901,919049,650127,546502,564227,1156094
P23528;E9PP50;E9PK25;G3V1A4;E9PQB7,CFL1,20712590,17886195,15255582,16347712,17031573,10487237,13243806,14116507
P23610,F8A1,47425,58364,61436,34489,17660,29558,18644,31961
P23634;P23634-8;P23634-6;P23634-7;P23634-2;P23634-5;P23634-4;P23634-3,ATP2B4,44366,58949,73913,43188,38719,41268,63825,50309
P23743;G3V4E1,DGKA,561330,474484,549480,396962,707147,760589,571938,821432
P23769;P23769-2,GATA2,0,0,0,0,0,0,0,0
P23771;P23771-2,GATA3,464,4409,6419,1857,5271,5393,3957,4170
P23786,CPT2,66158,61955,75854,47064,49874,53131,73621,69646
P23919;H7C312,DTYMK,947298,743994,696240,368991,143499,190627,116676,214867
P23921;E9PL69,RRM1,516148,529083,419208,257930,2276,3823,2235,2676
P23946,CMA1,0,0,0,0,0,0,0,0
P24071;P24071-10;P24071-5;P24071-4;P24071-11;P24071-2;P24071-8,FCAR,0,0,431,0,0,2235,0,597
P24158,PRTN3,67,109,0,44,45,76,16,52
P24278,ZBTB25,20356,0,0,14280,2372,2115,0,0
P24386,CHM,16964,9129,6195,4538,5463,4969,3097,6140
P24390;P24390-2;M0R1Y2,KDELR1,0,0,0,0,786,857,0,0
P24394;P24394-3,IL4R,2490,3705,1356,4562,324,0,0,1574
P24534,EEF1B2,3085930,1892966,1668623,1646056,719158,564552,651480,1022596
P24539;Q5QNZ2,ATP5F1,966038,991162,1161762,546610,669525,691141,846991,889945
P24588,AKAP5,911,0,0,0,0,0,0,0
P24593,IGFBP5,0,0,0,0,7303,0,0,0
P24666;G5E9R5;P24666-4;P24666-3,ACP1,935557,605519,453006,285859,254701,344636,304357,358799
P24666-2;D3YTI2,ACP1,0,0,0,0,0,0,0,0
P24723;P24723-2,PRKCH,152061,150066,162058,77415,71264,99285,45870,101291
P24752,ACAT1,1198781,1119800,1063464,774547,528385,762543,734796,816242
P24844;P24844-2,MYL9,0,0,0,0,0,0,0,0
P25024,CXCR1,0,0,0,0,0,0,2255,1143
P25025,CXCR2,0,0,0,598,0,0,0,0
P25090,FPR2,0,0,0,0,0,0,0,0
P25098;E9PRV7,ADRBK1,291434,405445,347812,168089,129815,119173,106822,176255
P25105,PTAFR,0,0,2955,0,2090,0,2761,2324
P25106,ACKR3,0,0,0,0,0,0,0,0
P25116,F2R,0,0,0,0,0,0,0,0
P25205;J3KQ69,MCM3,1300487,1346635,1335309,1002264,35873,43297,32676,55171
P25208;F8VSL3,NFYB,46295,0,0,17724,32317,30141,22897,76076
P25311;C9JEV0,AZGP1,5462,1204,0,0,0,0,11141,0
P25325-2,MPST,66832,18408,56339,24580,0,1463,807,1902
P25398,RPS12,11521982,8345386,7813197,7782322,3557823,3940834,3037328,5089527
P25440;P25440-2;H0Y6K2;P25440-3;P25440-4;U3KQA6,BRD2,50145,39786,45204,37510,29845,34516,37780,48703
P25445;P25445-6,FAS,8924,19983,30643,26536,711,1170,3641,0
P25490;H0YJV7,YY1,113270,114941,116333,83885,129498,137964,91682,124054
P25685;P25685-2;M0R080,DNAJB1,309589,444008,344610,197175,197090,209392,204653,246828
P25686;P25686-2;C9JRD2;C9JXB9,DNAJB2,38755,23513,27876,7081,13847,24101,15061,32250
P25705;P25705-2;P25705-3;K7EK77,ATP5A1,4980699,4834102,4380491,2729135,2688949,2498651,3042935,3179818
P25774;P25774-2,CTSS,104116,59205,75645,140215,47302,11497,34350,58991
P25786;P25786-2;F5GX11,PSMA1,3489987,2209090,1897086,953945,480402,673535,279309,779409
P25787;C9JCK5,PSMA2,1194932,1068131,842920,708188,434438,558819,224498,422243
P25788;P25788-2;G3V4X5,PSMA3,1865709,1693902,1300624,972251,453531,524982,444722,668366
P25789;H0YMZ1;H0YN18;H0YL69;H0YMA1;P25789-2;H0YMI6;H0YKS0;H0YLC2,PSMA4,1719652,1377109,1058924,931038,568193,844552,390870,814020
P25815,S100P,430,0,0,7991,518,5295,0,382
P25942;A0A087X1D0;H0YE23;P25942-2,CD40,0,0,1053,0,639,0,0,0
P25963;G3V3I4,NFKBIA,8789,5695,3226,6435,13377,25786,21439,14348
P26010;P26010-2;F5H6T4,ITGB7,184728,81583,117567,121655,7126,7360,12879,13166
P26012;P26012-2,ITGB8,0,0,0,2402,0,0,0,0
P26022,PTX3,7974,0,0,4891,143,0,31,48
P26038,MSN,2942600,3360004,3244524,3000184,2673648,2636065,3179097,3859945
P26196,DDX6,800862,912988,752131,519605,346152,417612,351959,424585
P26232-5;P26232;P26232-2;P26232-3,CTNNA2,0,0,0,0,0,0,560,0
P26358,DNMT1,0,0,154,39,0,0,0,0
P26358-2;P26358-3,DNMT1,175555,217407,193023,181872,40540,42054,37171,46791
P26368;P26368-2,U2AF2,888411,871063,791452,570881,347990,411513,469306,536155
P26373;P26373-2;J3QSB4,RPL13,3768939,4607067,4080217,3172834,2666815,3149705,1732657,3273579
P26374,CHML,3885,3314,2793,0,4550,0,5198,0
P26447,S100A4,1627523,928292,686421,768710,1107811,2437232,1245530,1905923
P26572,MGAT1,18557,37613,41090,43338,13141,19839,21472,25109
P26583;D6R9A6,HMGB2,4983604,4652859,4526258,2999000,3170209,3216216,2861673,3250792
P26599;P26599-2;P26599-3;A6NLN1,PTBP1,3416493,3525468,3007017,2193355,1487761,1524021,1534456,2025188
P26639;P26639-2,TARS,484420,644649,449734,383743,179276,199718,136936,191258
P26640,VARS,382463,503068,430954,280498,159718,177977,130820,187469
P26641,EEF1G,2328967,2963933,2352048,1494198,752454,697581,523671,1023711
P26715;P26715-2;F5GYZ0,KLRC1,0,0,0,0,0,0,0,0
P26842,CD27,133140,45152,58842,32007,45450,39777,41548,55329
P26885;F5H0N4,FKBP2,199685,129501,149545,134817,192731,138031,163611,244024
P26951;P26951-2,IL3RA,0,73,168,271,0,0,0,0
P27105,STOM,56471,52041,42057,56595,1551,1101,9335,18513
P27144;D3DQ64,AK4,291617,235510,171186,35102,356,0,0,0
P27169,PON1,114150,31153,32999,69759,16737,19769,284123,272753
P27338;P27338-2,MAOB,0,0,0,0,337,474,0,478
P27348;E9PG15,YWHAQ,2426040,2507339,1915705,1748154,906880,780001,881636,1274460
P27361;E9PQW4;P27361-3;P27361-2;E9PJF0;B3KR49,MAPK3,93442,90248,77199,73431,68758,68789,65249,88073
P27449,ATP6V0C,0,12824,12991,29194,4786,21196,42475,37032
P27469,G0S2,0,0,0,0,0,0,0,0
P27482,CALML3,0,0,0,0,0,0,0,0
P27487,DPP4,26276,31262,30625,54863,36786,48955,46166,91645
P27540;P27540-2;P27540-3;P27540-4;A6NGV6,ARNT,50192,38620,29878,8048,3451,0,0,0
P27635;X1WI28,RPL10,2756449,3289886,3112428,3232649,1827572,1762226,1463622,2581418
P27694,RPA1,769947,747067,610945,500958,416155,436744,377080,664346
P27695;G3V3M6;G3V3C7,APEX1,1026498,1072056,1123007,1376352,2052729,2224084,2293007,2773682
P27701;P27701-2,CD82,7329,6085,14597,9092,4644,4180,14581,11031
P27708;F8VPD4,CAD,255984,305184,242503,178109,64504,68639,47519,83608
P27797,CALR,2318463,1659787,1397102,1832310,792632,744812,711902,923736
P27815;P27815-2;P27815-6;P27815-7;P27815-3;P27815-4,PDE4A,520,0,1994,0,0,0,0,0
P27816;P27816-6;P27816-2,MAP4,0,0,0,0,0,0,0,0
P27816-5;H7C4C5,MAP4,0,2449,0,0,0,0,0,0
P27824;P27824-2;P27824-3,CANX,901925,1176027,1127888,902086,413703,470663,498353,578139
P27918;E9PAQ1,CFP,1049,0,29522,224,0,0,575,0
P27930;P27930-2;C9JNR0,IL1R2,0,0,0,0,0,0,53,101
P27986;P27986-4,PIK3R1,90246,83674,74961,78261,165397,156852,127760,202453
P27987;P27987-2,ITPKB,11971,7947,8110,1944,34816,21865,19934,45682
P28039;P28039-2,AOAH,0,0,5867,2626,2490,0,0,0
P28062;Q5JNW7;P28062-2,PSMB8,1213864,1182706,1222176,757093,509379,687534,263031,649630
P28065;A2ACR1;P28065-2,PSMB9,636860,1045935,930244,569550,609361,688670,543575,1155274
P28066;P28066-2,PSMA5,3835151,2594053,2368543,1198390,853497,970412,739653,1160175
P28068;F6UB75,HLA-DMB,0,0,0,0,0,650,317,0
P28070,PSMB4,1327277,948323,982333,642989,379093,500605,353763,570849
P28072,PSMB6,443242,379984,221333,68774,1198,1346,0,2375
P28074;P28074-3,PSMB5,59258,108602,147646,68738,1403,813,873,2710
P28161;E9PHN7;E9PHN6;F6XZQ7;P28161-2,GSTM2,169266,93173,123288,61782,438342,397181,169537,516988
P28288;P28288-2,ABCD3,73615,97152,79988,44395,30315,26266,32813,28296
P28289;P28289-2,TMOD1,0,0,0,0,0,0,0,0
P28324;P28324-2;A0A087X2F7,ELK4,0,0,0,0,9548,0,6808,5649
P28331;P28331-2;P28331-4;P28331-5;B4DJ81;P28331-3,NDUFS1,470488,305257,347640,301872,263391,352019,375556,528289
P28482;P28482-2,MAPK1,339701,361827,382571,283801,286037,353422,268117,466103
P28562,DUSP1,5993,0,39931,102019,0,14708,0,16371
P28702;P28702-3,RXRB,20402,9713,9373,8490,5392,10214,4631,7729
P28749;P28749-2,RBL1,7820,5498,4701,7106,0,7659,0,0
P28799;K7EKL3;P28799-3;P28799-2;K7EQ05,GRN,0,0,2003,7319,6217,5576,11479,10307
P28838;P28838-2,LAP3,938209,710735,595642,484600,106877,133569,90956,158054
P28845;A0A0A0MQV1,HSD11B1,0,0,0,0,422,0,0,0
P28907,CD38,408503,282366,398431,475359,53507,42562,87771,66733
P28908;P28908-3,TNFRSF8,0,2999,1502,1144,0,0,0,0
P29017;H0Y6Y6,CD1C,0,0,0,0,0,0,0,0
P29074,PTPN4,5194,845,1945,2747,696,1996,0,801
P29083,GTF2E1,13740,18250,12169,20741,9786,13774,13747,15157
P29084;E5RH41,GTF2E2,41523,41711,32947,37178,25731,11816,22563,11053
P29122;P29122-2;H0Y3Q0;H7BXT3;P29122-5;P29122-4,PCSK6,0,2756,2956,1011,0,0,0,0
