uniprot,symbol,naiveB_S1R1,naiveB_S1R2,naiveB_S1R3,naiveB_S1R4
O43933;A0A0C4DG33;O43933-2,PEX1,3712,4302,3470,3791
O60216,RAD21,215832,178988,225218,171471
O60220,TIMM8A,564631,636780,546834,393979
O60229-5,KALRN,0,0,0,0
O60229-6,KALRN,0,0,0,0
O60231,DHX16,68937,94804,57204,62199
O60232;H0YEB6;G3V1B8,SSSCA1,146905,191890,152185,83075
O60234;M0QYJ8;M0R0C1;M0R1D2,GMFG,1332319,1250610,1302449,484880
O60237;O60237-4,PPP1R12B,0,0,0,4681
O60239;O60239-2,SH3BP5,0,0,0,0
O60244,MED14,30462,23567,27353,21750
O60256;O60256-3;O60256-2;E7EPA1;C9K0K7;O60256-4;C9JDU5;C9JJS3,PRPSAP2,1064735,908209,839522,464812
O60262;K7ESC6,GNG7,62984,174527,92264,224589
O60264,SMARCA5,513843,450568,443160,588385
O60268;O60268-3;H3BMU3;O60268-2,KIAA0513,0,1236,0,388
O60271-4;O60271;O60271-2;A0A087X2D8;O60271-9;O60271-5;O60271-3,SPAG9,73759,68599,63259,44082
O60282;O60282-2,KIF5C,0,5976,14428,824
O60287,URB1,21493,34049,25822,53813
O60292,SIPA1L3,0,1414,2266,4581
O60293;O60293-2,ZFC3H1,2334,2680,4356,4547
O60294,LCMT2,0,2303,0,0
O60306,AQR,143833,154264,122919,129604
O60307,MAST3,29971,47803,46478,41537
O60313-2;E5KLJ5;O60313;E5KLK1;E5KLJ9;E5KLJ6,OPA1,168230,202247,178187,191104
O60315;O60315-2;E7EUW9,ZEB2,775,1458,470,2502
O60318,MCM3AP,17311,20694,18482,14337
O60331;O60331-4;O60331-2;O60331-3,PIP5K1C,38560,20774,23810,17826
O60333-2;O60333;A0A087WWA3;Q4R9M9;O60333-4,KIF1B;KIF1Bbeta,2246,9354,1803,0
O60336;O60336-6;O60336-3;O60336-2;O60336-4,MAPKBP1,267,428,1676,0
O60337;O60337-5;D6RHY7;O60337-6,6-Mar,0,0,0,0
O60341;O60341-2,KDM1A,156270,137896,120522,128149
O60343;O60343-2;O60343-3,TBC1D4,0,907,0,887
O60344-4,ECE2,0,7924,0,0
O60381;O60381-3;H7C4S2;O60381-2;U3KQE5,HBP1,8132,0,0,0
O60427;A0A0A0MR51;O60427-2,FADS1,3039,4403,2772,3126
O60443;H7C3W1,DFNA5,21657,4077,2279,6882
O60447;O60447-2,EVI5,669,3106,0,0
O60449,LY75,3359,2002,0,1294
O60449-2;O60449-3,LY75,85383,81242,30670,59293
O60476,MAN1A2,5266,11681,0,4115
O60478;H0Y509,GPR137B,0,0,0,0
O60486;B4DHQ7,PLXNC1,3356,1702,2158,1735
O60487,MPZL2,0,0,0,0
O60488;O60488-2,ACSL4,433185,355674,198249,208723
O60493;O60493-2;O60493-4;O60493-3,SNX3,1551249,2408750,1314027,1143567
O60496;E5RJ11,DOK2,12724,2154,3327,4020
O60499;Q5U8S2;X6R2W0;K7EIY4;O60499-2,STX10,77445,47235,48822,26531
O60502;O60502-4;O60502-2;O60502-3,MGEA5,291789,305936,224145,191612
O60504-2;E5RJP2,SORBS3,0,14113,28619,8041
O60506;O60506-2,SYNCRIP,1408298,1155993,1225619,641498
O60506-3;O60506-4;B7Z645;O60506-5,SYNCRIP,39573,25739,0,11681
O60508;Q5SRN1,CDC40,132999,119860,124069,88944
O60512,B4GALT3,2159,0,3897,5679
O60516,EIF4EBP3,0,0,0,0
O60518,RANBP6,5803,3314,2955,5930
O60524;O60524-4;G3V5V3;O60524-3,NEMF,49581,38610,39561,30221
O60547;O60547-2,GMDS,323316,315397,256853,242621
O60551;Q5VUC6,NMT2,22573,14654,2629,20773
O60563,CCNT1,26093,9928,22654,8450
O60566;O60566-3;O60566-2,BUB1B,7892,8222,4170,3454
O60568,PLOD3,6886,27141,13680,4677
O60573;B9A044;B8ZZ50;O60573-2;C9JEL3;B8ZZL3;B4E1E4;B9A023,EIF4E2,111617,102662,71014,77468
O60583;O60583-2,CCNT2,2379,0,0,0
O60602,TLR5,0,8926,0,0
O60603,TLR2,1097,164,243,0
O60610;O60610-2;O60610-3;H9KV28,DIAPH1,537157,637876,480797,380670
O60645;O60645-3;O60645-2;D6RB59,EXOC3,122588,139959,124701,112195
O60664;O60664-4;O60664-3,PLIN3,935137,929902,771915,453634
O60664-2,PLIN3,15030,13414,0,0
O60667;O60667-2;O60667-3,FAIM3,1210,4093,1919,2224
O60669;F8W0N3,SLC16A7,5740,6130,6758,6798
O60671;O60671-2,RAD1,31658,17857,25393,16095
O60674,JAK2,91944,9534,63654,105928
O60675,MAFK,7081,0,0,0
O60678;A0A0A0MSN7;O60678-2,PRMT3,30426,41736,29899,29865
O60683-2;O60683;D6RA89;D6RBB0,PEX10,6188,0,5134,9734
O60684;Q5TFJ7,KPNA6,191695,162044,144440,154778
O60701;O60701-3;O60701-2,UGDH,288118,203148,228296,189895
O60704,TPST2,9556,0,5042,7241
O60711;O60711-2;B7Z5P7,LPXN,1944217,2026380,1475589,634205
O60716-3;O60716-5;O60716;C9JZR2;O60716-2;O60716-8;O60716-7;O60716-4;O60716-6;O60716-13;O60716-11;O60716-21;O60716-19;O60716-10;O60716-9;O60716-16;O60716-18;O60716-15;O60716-17;O60716-24;O60716-23;O60716-14;O60716-12;O60716-22;O60716-20,CTNND1,78128,40652,33838,74479
O60725,ICMT,5348,7177,0,15854
O60733;O60733-2,PLA2G6,0,0,4090,0
O60739,EIF1B,131856,36821,98383,0
O60749,SNX2,1334235,1216284,1069288,752158
O60759;O60759-2,CYTIP,0,0,0,4383
O60760,HPGDS,14777,6397,16915,12863
O60762;Q5QPK2;H0Y368;Q5QPJ9,DPM1,236777,199164,308802,259210
O60763;O60763-2,USO1,563699,438723,437156,209933
O60783,MRPS14,261802,212033,256829,222983
O60784;O60784-2;O60784-4;O60784-3;B0QY01,TOM1,162311,167770,118739,95783
O60814;P57053,HIST1H2BK;H2BFS,0,1051,0,0
O60825,PFKFB2,26613,16386,10358,22605
O60825-2,PFKFB2,0,0,0,0
O60826,CCDC22,132110,161467,111206,113823
O60828;O60828-2;O60828-4;H7C053;O60828-3;C9JQA1,PQBP1,255965,287245,242245,130091
O60830;V9GYS0;O60830-2;V9GYU0,TIMM17B,33594,42171,16871,46849
O60831,PRAF2,33385,0,34423,31206
O60832;O60832-2;C9IYT0,DKC1,912257,876242,904913,739033
O60858;O60858-3;X6R9U5,TRIM13,11310,4260,2490,6682
O60861;O60861-2;O60861-1;O60861-4,GAS7,8557,0,9340,12217
O60869;O60869-2;O60869-3,EDF1,992147,1611113,790675,474853
O60870;O60870-2,KIN,43388,65269,49091,41552
O60880,SH2D1A,0,0,0,6552
O60880-4,SH2D1A,0,0,0,0
O60884,DNAJA2,483342,760459,488044,493751
O60885;O60885-2;O60885-3;M0QZD9,BRD4,139137,156106,130971,98423
O60888-3;O60888;O60888-2;C9IZG4,CUTA,314095,245744,291575,135101
O60890,OPHN1,0,0,0,0
O60906;H0Y5N2,SMPD2,7657,0,1496,0
O60907-2;O60907,TBL1X,0,3943,9777,17396
O60911,CTSV,0,0,0,0
O60921;O60921-2,HUS1,79787,72588,40011,70306
O60925;E5RGS4,PFDN1,793749,1465072,1018534,511110
O60927,PPP1R11,43304,0,27096,0
O60930,RNASEH1,127161,12734,42798,0
O60934;A0A0C4DG07,NBN,77089,60651,68503,33487
O60942;O60942-2;O60942-4;O60942-3,RNGTT,149161,167213,99613,74350
O75022;O75022-3;O75022-2,LILRB3,0,0,2855,0
O75027-2;O75027;A0A087WW65;O75027-3,ABCB7,61387,55554,82862,73388
O75037;O75037-2;O75037-3;O75037-4,KIF21B,1849,2643,816,1379
O75038;O75038-3;B9DI82,PLCH2,20086,0,11630,0
O75063,FAM20B,0,6893,0,0
O75064;E9PAK5,DENND4B,34612,38803,23079,35023
O75069;O75069-2;G5E963;A0A0C4DFR1;A6NJC0,TMCC2,0,0,0,0
O75081;O75081-2;O75081-4;H3BNH2,CBFA2T3,0,0,0,0
O75083;O75083-3;D6RD66,WDR1,2548210,3370153,2182310,1197028
O75110;A0A0A0MR22;O75110-2,ATP9A,0,0,0,0
O75113,N4BP1,38768,28806,21535,17972
O75116;E9PF63;Q14DU5,ROCK2,27530,40925,20060,7108
O75131;A0A087WYQ3,CPNE3,917762,735713,662011,648413
O75140;O75140-1;O75140-4;O75140-9;O75140-8;O75140-3;O75140-5;O75140-6;H0Y770;O75140-7,DEPDC5,3884,4998,5752,2950
O75143;O75143-2;O75143-5;O75143-3;O75143-4,ATG13,12220,17456,6642,0
O75146;O75146-2,HIP1R,381720,289387,338933,202576
O75150;H3BP71;O75150-4;O75150-3,RNF40,147656,172500,117017,68492
O75151,PHF2,3970,12729,3221,20161
O75152;E9PQ61;E9PBY7,ZC3H11A,115446,75981,87183,95065
O75153,CLUH,101924,117143,84516,67441
O75154;O75154-3;X6RFI8;O75154-2,RAB11FIP3,0,0,0,0
O75155;O75155-2,CAND2,2741,3141,0,0
O75157;O75157-2,TSC22D2,5042,7895,4154,5079
O75164,KDM4A,5300,12474,4785,8068
O75165,DNAJC13,108910,106648,106691,100682
O75170-2;O75170-4;O75170-3;O75170-5;O75170;O75170-6;T1ECW5,PPP6R2,99046,70887,37684,30968
O75175;O75175-2,CNOT3,104533,130017,104233,42522
O75177,SS18L1,0,0,0,0
O75182-2;O75182,SIN3B,12343,7047,5431,0
O75190;O75190-4;E9PH18,DNAJB6,21998,51177,50787,48295
O75191;O75191-2,XYLB,0,28582,14024,14485
O75204,TMEM127,0,0,0,0
O75208;H3BNT2;H3BSJ5;H3BRC0,COQ9,56569,57396,65784,66205
O75223;M0QZK8;B8ZZK2,GGCT,245982,137318,214281,128283
O75251;F5H5N1,NDUFS7,134992,183805,137924,98232
O75290;O75290-3;A0A0C4DG08,ZNF780A,0,0,0,0
O75298;Q7RTN0;O75298-2;K7EMR7;O75298-3,RTN2,6903,6125,12007,4660
O75306;O75306-2,NDUFS2,364197,333567,335556,306874
O75312;H7C0E5;H7BZM7,ZPR1,268081,148751,179476,78568
O75317,USP12,8346,3753,3830,8522
O75319;O75319-2,DUSP11,30345,66910,43794,45913
O75323;O75323-2;H7C333;C9K068,GBAS,162705,203869,121998,167830
O75324,SNN,17699,0,0,0
O75326;O75326-2;F5GYX3,SEMA7A,796365,295196,415357,216426
O75330;O75330-2;O75330-3;O75330-4,HMMR,10023,12726,12604,13463
O75340;O75340-2;A0A024QZ42,PDCD6;hCG_1985580,1286150,1319585,881188,906502
O75342,ALOX12B,15804,79192,11606,20633
O75348,ATP6V1G1,365958,538655,248343,393014
O75351,VPS4B,483660,635355,502452,449984
O75362,ZNF217,13004,8501,18326,3887
O75367;O75367-3;B4DJC3,H2AFY,2902347,3069231,3227134,2741081
O75367-2,H2AFY,0,7046,0,0
O75368,SH3BGRL,3705340,2693651,2699286,1447045
O75369;O75369-2;O75369-9;O75369-6;O75369-3;E7EN95;O75369-7;O75369-5;O75369-4,FLNB,0,0,0,0
O75369-8,FLNB,1143,3065,1827,5749
O75376;O75376-2;A0A088AWL3,NCOR1,52684,58790,54604,50071
O75379;O75379-2,VAMP4,36144,48366,24116,0
O75380;D6RBT3,NDUFS6,717365,890132,314752,441765
O75381;O75381-2,PEX14,36540,41677,34581,65367
O75382;O75382-2;O75382-4;O75382-3,TRIM3,0,0,1261,0
O75385,ULK1,0,0,0,0
O75391;I3L0X5;I3L4C3,SPAG7,420223,488575,296091,90802
O75394,MRPL33,325054,334293,633761,180201
O75394-2,MRPL33,54060,0,11287,0
O75396,SEC22B,1063779,951550,1136669,790012
O75398;O75398-4;O75398-3;H0YCH1;O75398-5,DEAF1,0,0,0,0
O75400;O75400-2,PRPF40A,137448,145278,164242,127850
O75400-3,PRPF40A,0,4109,0,4254
O75410;O75410-2;O75410-7;E7ET87;O75410-3;E7EVI4;H0YAY0;O75410-6;R4GMT7;O75410-5;O75410-4;H0YBT8,TACC1,90184,86903,63083,57145
O75419;O75419-2;O75419-3,CDC45,22859,32741,13008,22245
O75420,GIGYF1,3312,0,12104,6582
O75427,LRCH4,165515,282202,119244,119128
O75431;O75431-2;C9JNK6;C9JAZ1,MTX2,255686,279238,297238,150413
O75436,VPS26A,929483,914247,757699,381358
O75438;O75438-2,NDUFB1,294103,181971,348515,192577
O75439;G3V0E4,PMPCB,505815,408813,430869,267562
O75446,SAP30,95192,33426,54299,45327
O75449;B7ZBC8,KATNA1,25574,21061,23325,18753
O75460,ERN1,3524,0,3285,0
O75461;O75461-2;O75461-3,E2F6,0,0,0,0
O75475;O75475-2;O75475-3,PSIP1,798736,596880,627206,479700
O75477;B0QZ43,ERLIN1,2753,0,15396,9994
O75486;O75486-2;O75486-3;B4E1H0,SUPT3H,0,0,0,0
O75487;O75487-2,GPC4,0,0,0,0
O75489,NDUFS3,857262,604960,582899,467882
O75494;O75494-3;O75494-4,SRSF10,655306,732998,524504,180080
O75506,HSBP1,820274,827692,603097,372059
O75509,TNFRSF21,2113,0,5235,0
O75528;O75528-2,TADA3,28994,37133,16618,12459
O75529,TAF5L,34730,0,37582,5777
O75530;O75530-3;O75530-2;E9PJK2,EED,262673,278416,260287,156240
O75531,BANF1,6778003,5200809,7992538,5953073
O75533,SF3B1,1210661,1082738,1094863,780402
O75534;O75534-4,CSDE1,637636,752974,462078,294598
O75534-2;O75534-3;E9PLT0,CSDE1,0,0,0,0
O75554;O75554-2,WBP4,31666,13612,18208,29058
O75558,STX11,60160,53731,30533,50002
O75563,SKAP2,9894,1264,14670,0
O75569;O75569-3;O75569-2;G5E9Q4,PRKRA,264871,187345,214414,302552
O75570;O75570-2,MTRF1,0,12047,2072,0
O75582;A0A0A0MQV2;O75582-3;O75582-2,RPS6KA5,25752,9305,8216,10700
O75592;O75592-2,MYCBP2,95324,114743,79990,70285
O75594,PGLYRP1,0,0,0,0
O75600;O75600-2,GCAT,17116,10427,28599,2457
O75607,NPM3,491545,256190,344170,174985
O75608;O75608-2;A0A087X1K9;E5RGR0;B4DP64,LYPLA1,1009960,977889,903415,586645
O75616;J3QSB2;J3QRV9;O75616-2,ERAL1,41287,66108,31903,44204
O75629,CREG1,1547,1175,0,2136
O75636;O75636-2,FCN3,0,0,0,0
O75643,SNRNP200,653451,722056,598245,446885
O75648;O75648-2;O75648-4,TRMU,10656,12213,0,5754
O75663;O75663-2,TIPRL,685181,538058,469237,230869
O75665-3;O75665;A6NF31,OFD1,10336,15885,10464,8453
O75676,RPS6KA4,1449,3482,1446,611
O75683,SURF6,38654,205387,26119,55180
O75688;O75688-2;C9JIR6;O75688-4;B8ZZF0;O75688-5,PPM1B,167191,230515,152189,104555
O75689;O75689-2;H0Y7Q1;H7BZT6;H7C324;H7C4B3;H7C264,ADAP1,6610,11357,0,0
O75691,UTP20,47307,57334,52016,52653
O75694;O75694-2;E9PF10,NUP155,327359,312358,295745,241098
O75695,RP2,156155,162987,135651,165478
O75716;B8ZZI5;B8ZZN3,STK16,11364,0,9671,0
O75717;O75717-2,WDHD1,89354,91890,79047,40945
O75718;C9JP16,CRTAP,27901,34176,0,30327
O75746;O75746-2,SLC25A12,169996,139569,177129,200006
O75764,TCEA3,0,0,8943,14882
O75787;O75787-2;H0Y750;H7C3E1,ATP6AP2,24486,12331,14603,7765
O75791;O75791-2,GRAP2,2251,5277,1866,19660
O75792,RNASEH2A,389688,264075,335299,197892
O75794;X6RA30;X6RF82,CDC123,94851,21209,31041,33768
O75808,CAPN15,0,0,0,0
O75815;O75815-3;O75815-2,BCAR3,7791,7409,10719,7750
O75818;O75818-2;X6RLL4,RPP40,41182,24209,20975,45593
O75821;K7EL20;K7ER90,EIF3G,1010048,1364039,1030632,661777
O75822;O75822-3,EIF3J,914678,919135,873564,556639
O75828,CBR3,320529,310835,178434,137651
O75829;O75829-2,LECT1,0,0,0,0
O75832;B1AJY5;B1AJY7;O75832-2,PSMD10,374268,269278,290743,187198
O75843,AP1G2,112681,221898,95336,142391
O75844,ZMPSTE24,188862,143636,144074,110006
O75864,PPP1R37,1046,1295,1240,1321
O75865;O75865-2,TRAPPC6A,25147,42638,21934,22124
O75874,IDH1,881168,645397,603730,227132
O75880;J3QL56,SCO1,238964,287930,315647,214774
O75881,CYP7B1,0,0,0,0
O75882;O75882-2;O75882-3,ATRN,0,0,0,0
O75884;A0A087WYQ5;O75884-2,RBBP9,309852,178954,193619,90327
O75886;O75886-2,STAM2,71159,57499,52441,22429
O75888;Q2QBA2;A0A0A6YY99;O75888-4;O75888-2;O75888-3;O43508-2;C9JF68;O75888-5,TNFSF13;TNFSF12,0,0,0,0
O75896;G3V0I0;F2Z2A9,TUSC2,0,47068,13119,33587
O75907;A0A0A0MR74,DGAT1,0,8164,0,0
O75909;O75909-4;O75909-1;G3V5E1;O75909-2;G3V2Q3,CCNK,122808,71369,87148,52601
O75911,DHRS3,0,12580,0,0
O75915;F8WF90;C9JQU6;F8WF33,ARL6IP5,958204,484080,875045,560654
O75923-2;O75923;O75923-4,DYSF,0,0,0,0
O75923-5;O75923-7;O75923-3;O75923-6;O75923-15,DYSF,70,22,42,49
O75925;O75925-2,PIAS1,12202,0,7495,8209
O75928-2;O75928;A0A087WUY7,PIAS2,0,0,0,0
O75934,BCAS2,645923,349630,474759,353428
O75935;O75935-3;X6RLR1;X6RA56;X6RCK5;O75935-2;A0A0A0MRV8,DCTN3,272985,224858,138356,153641
O75937,DNAJC8,1486914,1619863,1695492,847286
O75940,SMNDC1,416285,400263,334137,225627
O75943;O75943-2;O75943-4;O75943-3,RAD17,9575,10410,49297,4300
O75947;O75947-2,ATP5H,1615244,1199991,1472625,1167864
O75955;O75955-2;A2AB10,FLOT1,537881,569473,381243,312307
O75962;O75962-4;O75962-2;O75962-5;E7EWP2;E7EPJ7;F5H228,TRIO,14667,19812,13529,19549
O75964;E9PN17,ATP5L,2193865,2787059,2023345,2570072
O75976;O75976-2,CPD,7607,626,0,51
O75995,SASH3,1185431,981923,907798,377185
O76003,GLRX3,1801713,1393200,1167588,719536
O76021;J3QSV6;I3L3U9;I3L3C4,RSL1D1,1205562,955323,1083871,927940
O76024,WFS1,1707,0,762,4022
O76031,CLPX,122072,115006,130641,100265
O76036;O76036-6;O76036-2;O76036-5;O76036-3,NCR1,0,0,0,0
O76050;O76050-2,NEURL1,3995,17960,9813,6276
O76054;B3KRD8;O76054-5;O76054-4,SEC14L2,0,0,0,0
O76062;O76062-2;E9PS18,TM7SF2,0,0,0,7777
O76071,CIAO1,120656,169425,124212,119250
O76074,PDE5A,423,944,34,103
O76080;Q5QPB1,ZFAND5,4137,8238,4480,0
O76094,SRP72,595047,604966,539656,483746
O76095;O76095-2,JTB,0,0,3943,0
O76096,CST7,0,0,0,0
O94760;O94760-2,DDAH1,0,918,13246,0
O94762;O94762-4;J3KTQ2,RECQL5,8341,4558,2925,5180
O94763;O94763-3;O94763-2,URI1,26102,28969,37658,6324
O94766;G3V150;O94766-2,B3GAT3,31187,42967,29537,26185
O94768,STK17B,122785,184207,120921,86929
O94776;O94776-2,MTA2,872890,1001212,848636,683920
O94782,USP1,4473,2842,2661,2440
O94788-3;O94788;H0YMG7;O94788-4;O94788-2,ALDH1A2,8113,9361,7542,2159
O94804,STK10,450337,508339,502431,330549
O94806,PRKD3,2304,2278,2003,2157
O94808,GFPT2,0,0,0,0
O94811,TPPP,0,0,0,0
O94817,ATG12,74702,72350,52426,35073
O94819,KBTBD11,0,1958,0,1876
O94822;O94822-3,LTN1,14974,17681,3382,3624
O94826,TOMM70A,387631,490061,360794,410439
O94829,IPO13,10335,8491,6989,4028
O94830;O94830-2,DDHD2,17865,31411,20166,29843
O94832;K7EIG7;J3QRN6,MYO1D,33468,41754,15851,41619
O94842;O94842-3;O94842-2,TOX4,35858,36571,38349,33142
O94851-4;O94851-6,MICAL2,21063,86136,55970,41743
O94855;O94855-2;E9PDM8,SEC24D,62565,97063,48387,44437
O94864;O94864-2,SUPT7L,7688,0,4977,0
O94868;E9PG19;O94868-2;E7ENZ2;O94868-3,FCHSD2,102869,105641,107950,35188
O94874;O94874-2;O94874-3,UFL1,285336,215894,253882,294845
O94880,PHF14,10506,22226,17639,17072
O94880-2,PHF14,0,1692,0,1620
O94886,TMEM63A,10106,15721,8621,8922
O94887;O94887-3;O94887-2,FARP2,0,0,0,0
O94888;C9JAT7,UBXN7,231477,220797,161855,179142
O94889;O94889-2,KLHL18,4161,7469,0,5413
O94900,TOX,9491,0,0,0
O94903;E5RG77,PROSC,634194,983881,724366,367366
O94906;O94906-2,PRPF6,202837,232086,200855,200876
O94910;O94910-2,LPHN1,0,0,0,0
O94913;E9PQ01;E9PKN0;A0A0C4DGU6,PCF11,39678,41337,39995,23329
O94915;F2Z2S2,FRYL,52369,47120,51411,47903
O94915-2,FRYL,0,0,0,0
O94916-4;O94916;O94916-5;O94916-2;O94916-3,NFAT5,23637,0,4147,489
O94919,ENDOD1,16690,10416,25027,16341
O94921;O94921-3;O94921-2;E7EUK8,CDK14,10882,34017,6569,9213
O94925,GLS,844086,774864,537961,439639
O94925-3,GLS,93456,79406,79101,48219
O94927,HAUS5,20536,15828,18598,20925
O94929-2;O94929-3,ABLIM3,0,0,0,0
O94941;O94941-2,UBOX5,0,15836,0,17270
O94952;Q4G104;O94952-1;H0YIE9;H0YHF6,FBXO21,0,0,0,2324
O94964-2;O94964;X6R3R3;H0YDM2;O94964-4,SOGA1,10149,9148,4438,0
O94966-6;O94966-7;O94966-5;E7EST9;B5MEG5;O94966-3;O94966-4;O94966;E7ESU0;O94966-2,USP19,16818,11701,7684,8215
O94967;O94967-2;O94967-3;O94967-4;A0A0A0MRE6,WDR47,4531,5061,9031,3336
O94973,AP2A2,95398,186732,99453,120689
O94973-2;O94973-3,AP2A2,0,1830,0,0
O94985-2;O94985;Q5SR54,CLSTN1,719,0,617,0
O94986;O94986-1;O94986-2;O94986-3,CEP152,0,0,0,0
O94992,HEXIM1,100499,45721,76918,23868
O95049;O95049-5;O95049-4;O95049-3,TJP3,0,0,729,0
O95059,RPP14,0,0,0,0
O95067;H1UBN3;H0YMP3,CCNB2;CCNB2V,21993,12571,23170,27400
O95071;O95071-2;E7EMW7,UBR5,31363,52860,26375,24912
O95081;A0A0C4DG34;O95081-2,AGFG2,7444,23656,9319,18202
O95084;E9PRR2,PRSS23,0,0,0,0
O95104;O95104-2;O95104-3,SCAF4,53881,54319,65350,24699
O95136,S1PR2,0,0,0,0
O95139;A0A087WZX2;O95139-2,NDUFB6,0,53816,47023,61785
O95140;O95140-2,MFN2,34370,51038,41044,32600
O95147,DUSP14,0,0,0,0
O95149;H3BRI5;H3BUB4,SNUPN,75889,44114,49572,151347
O95155;O95155-2;O95155-4;O95155-3,UBE4B,25784,31918,27276,24058
O95159;E9PQ47;E9PNY1,ZFPL1,96687,72910,110331,59295
O95163;F5H2T0,IKBKAP,83787,92699,74479,74407
O95164,UBL3,21946,0,0,22196
O95167;S4R3I5,NDUFA3,100150,112412,0,59672
O95168;O95168-2;C9JXQ9,NDUFB4,263165,334936,346896,411462
O95169;O95169-3;E9PQ68;O95169-2;K9J7I2,NDUFB8,54526,123182,95134,99711
O95182,NDUFA7,742006,804486,693109,413363
O95183,VAMP5,34981,41227,19184,0
O95197;O95197-7;O95197-2,RTN3,20073,27148,23905,9523
O95197-3;O95197-5;O95197-4;O95197-6,RTN3,0,0,0,0
O95202,LETM1,238226,221425,219558,214740
Q5VZF2;O95205;Q5VZF2-3;Q5VZF2-2,MBNL2;MBLL,0,0,0,0
O95210,STBD1,4552,4127,51767,53206
O95219;O95219-2,SNX4,7422,26157,38908,22139
O95229-2;O95229,ZWINT,51815,61708,49368,0
O95235;O95235-2,KIF20A,40192,39444,26182,20010
O95236;O95236-2;O95236-3,APOL3,61633,23069,24098,14505
O95237,LRAT,0,0,0,0
O95239;O95239-2,KIF4A,38888,50096,39325,26478
O95243-2,MBD4,116455,52349,132438,222683
O95248-4,SBF1,26931,21839,27795,27138
O95251;O95251-4;E7EUP3;O95251-2;O95251-3;O95251-5,KAT7,82854,97315,84340,89155
O95260;H0Y5C2;B4DK25,ATE1,0,0,0,0
O95260-2;B4E107,ATE1,21382,29055,19670,16233
O95273;O95273-2,CCNDBP1,14002,0,0,10893
O95292,VAPB,134769,149071,126049,160568
O95294;O95294-2;O95294-4;O95294-3,RASAL1,0,0,7194,7231
O95295,SNAPIN,496508,505587,534859,366425
O95297;O95297-4;O95297-2,MPZL1,0,23436,22859,19334
O95297-3;Q9UEL6,MPZL1,0,0,0,0
O95298;E9PM14;A0A087WUM3;E9PQ53;O95298-2,NDUFC2;NDUFC2-KCTD14,118507,78051,95781,40554
O95336;M0R261;M0R0U3,PGLS,1554664,1736756,1173263,787908
O95340;O95340-2,PAPSS2,1155,0,902,0
O95347;O95347-2,SMC2,339614,459637,285423,181380
O95352;O95352-2;O95352-3,ATG7,116505,169712,75925,92416
O95361;B3KP96;O95361-2,TRIM16,0,0,0,0
O95363,FARS2,24922,47772,14579,36397
O95365,ZBTB7A,17350,18248,17378,12695
O95372;Q5QPQ0;Q5QPQ1;Q5QPQ3;Q5QPQ2,LYPLA2,2074020,2053818,1612444,1246604
O95373,IPO7,511553,465628,424137,390724
O95376,ARIH2,58684,54374,52599,18947
O95379,TNFAIP8,1849673,1236331,2340921,1151916
O95379-3,TNFAIP8,14243,15152,28204,5246
O95379-4;O95379-2;D6RCM8,TNFAIP8,0,0,0,3658
O95382;O95382-3;H0Y894;O95382-2,MAP3K6,0,0,0,0
O95391,SLU7,19230,31081,16727,21452
O95394;O95394-3;O95394-4;A0A087WT27;J3KN95,PGM3,25712,33012,17849,23061
O95396,MOCS3,47965,76187,47858,51729
O95400,CD2BP2,266113,200922,155872,109597
O95402;B8ZZF3,MED26,4247,3745,0,4099
O95425-4;O95425;O95425-3;O95425-2,SVIL,562,541,999,5164
O95427;K7ESH9;K7EQG0,PIGN,0,0,0,0
O95429;O95429-2,BAG4,9039,11580,11929,4976
O95433;O95433-2;G3V438;H0YJG7,AHSA1,1460991,1599348,1055836,618646
O95436;O95436-2;D6RBC0;D6RA94,SLC34A2,14058,7659,12713,0
O95445;O95445-2;Q5SRP5,APOM,0,0,0,0
O95450;O95450-2,ADAMTS2,0,0,24919,0
O95453;O95453-2;O95453-3;O95453-4;H3BRK1,PARN,202568,278503,140289,149478
O95456;O95456-2,PSMG1,215404,73538,83887,39837
O95466-2;O95466;O95466-3;K7EK60;A0A0A0MR62,FMNL1,466106,372648,380741,249761
O95470,SGPL1,64356,75938,91893,71602
O95477,ABCA1,0,0,1387,0
O95478;A0A0A0MQZ6,NSA2,72856,94714,34627,145491
O95479;R4GMU1,H6PD,10648,28159,9149,27617
O95486,SEC24A,51587,71934,32599,40020
O95487;O95487-3;O95487-2,SEC24B,75090,96232,53952,57250
O95497,VNN1,0,0,187,0
O95498;J3KQ55;J3QT03;O95498-2,VNN2,0,114,33,82
O95498-6,VNN2,0,0,0,0
O95544;O95544-2;O95544-3;A0A0A0MR98,NADK,33298,7154,55872,27608
O95551;O95551-2;O95551-3,TDP2,43691,30474,18429,18722
O95562;Q5TIH2,SFT2D2,0,0,0,15186
O95563;Q5R3B4,MPC2,291640,163398,199480,198350
O95568,METTL18,0,0,0,0
O95571;M0QXB5,ETHE1,594143,605085,324896,206344
O95573,ACSL3,84551,89064,76912,116708
O95602;B9ZVN9,POLR1A,48329,50576,49782,57842
O95613;O95613-2,PCNT,10149,11457,13865,16412
O95619;F8W0J4;F8W1B9,YEATS4,127538,174975,165533,86605
O95625,ZBTB11,5636,13934,9173,5561
O95628-8;O95628-4;O95628-9;O95628-10;O95628;O95628-3;O95628-2;O95628-6,CNOT4,14191,13430,16399,14561
O95630;C9JK83;O95630-2,STAMBP,243865,201210,225090,107457
